queryid	query	source	rank	top	bottom	score	url	result_height
1	走路软件	baidu	2	267	411	0	http://m.pc6.com/z/mobilepedometer	3567
25	雪佛兰	sogou	3	765	907	0	http://m.pcauto.com.cn/auto/nb225/	5112
8	球球大作战兑换码礼品	baidu	2	268	412	0	http://m.pipaw.com/qqdzz/262514.html	5461
8	球球大作战兑换码礼品	sm	2	141	303	0	http://m.pipaw.com/qqdzz/262514.html	5461
8	球球大作战兑换码礼品	haosou	5	1036.75	1230.75	0	http://m.pipaw.com/qqdzz/262514.html	5082
48	罪恶成魔	sogou	3	616	783	0	http://m.qidian.com/book/showbook.aspx?bookid=1003523842	3075
48	罪恶成魔	baidu	3	318	462	0	http://m.qidian.com/book/showbook.aspx?bookid=1003523842	3075
48	罪恶成魔	sm	2	356	536	0	http://m.qidian.com/book/showbook.aspx?bookid=1003523842	3075
48	罪恶成魔	haosou	3	346	486	0	http://m.qidian.com/book/showbook.aspx?bookid=1003523842	3075
3	全民大学霸	sm	3	472	649	0	http://m.qidian.com/book/showbook.aspx?bookid=3557481	3030
3	全民大学霸	haosou	3	309	473	0	http://m.qidian.com/book/showbook.aspx?bookid=3557481	3030
3	全民大学霸	sogou	2	467	614	0	http://m.qidian.com/book/showbook.aspx?bookid=3557481&qdhz=sogou	3030
14	小说排行榜	baidu	4	726	870	0	http://m.qidian.com/top.aspx	1494
23	笃字的拼音	baidu	2	186	330	0	http://m.qihaoming.com.cn/zd/zi_4073dc.html	4371
30	腾讯电脑管家	haosou	2	293	540	0	http://m.qq.com/android/index.jsp	667
30	腾讯电脑管家	baidu	4	631.375	775.375	0	http://m.qqtn.com/k/guanjia	7189
22	天天向商软件官方下载	sogou	2	277	442	0	http://m.qqtn.com/q/95196	1794
22	天天向商软件官方下载	sm	3	351	514	0	http://m.qqtn.com/q/95196	1794
39	青岛职业技术学院	baidu	1	10	154	0	http://m.qtc.edu.cn/	1182
48	罪恶成魔	sm	4	847	996	0	http://m.shenmabook.com/ml-67410/	1120
48	罪恶成魔	baidu	2	164	308	0	http://m.shuyuewu.com/info-73417/	300
48	罪恶成魔	haosou	2	176	340	0	http://m.shuyuewu.com/info-73417/	300
46	百度	baidu	2	164	308	0	http://m.site.baidu.com/?idfrom=pc	4884
6	中国新歌声主题曲	sm	2	177	302	0	http://m.sm.cn/s?q=%E4%B8%AD%E5%9B%BD%E6%96%B0%E6%AD%8C%E5%A3%B0%E6%8F%92%E6%9B%B2&by=tuijian&by2=text	1580
11	美女图片	sm	3	470.5	621.5	0	http://m.sm.cn/s?q=%E4%B9%B3%E4%BA%A4&by=tuijian&by2=general_entity	1245
46	百度	sm	4	1043	1168	0	http://m.sm.cn/s?q=%E4%BA%AC%E4%B8%9C&by=tuijian&by2=text	1068
44	关于秋天的作文500字	sm	2	448	620	0	http://m.sm.cn/s?q=%E4%BD%9C%E6%96%87&by=tuijian&by2=wenda_juhe_rec&en_query=%25E5%2585%25B3%25E4%25BA%258E%25E7%25A7%258B%25E5%25A4%25A9%25E7%259A%2584%25E4%25BD%259C%25E6%2596%2587500%25E5%25AD%2597&ext=ge_guid%607bffd4b84-eae1-11e5-8172-d43d7e6fab60	1268
3	全民大学霸	sm	5	859	984	0	http://m.sm.cn/s?q=%E5%85%A8%E8%83%BD%E8%BF%90%E5%8A%A8%E5%91%98&by=tuijian&by2=text	1480
44	关于秋天的作文500字	sm	4	768	893	0	http://m.sm.cn/s?q=%E5%85%B3%E4%BA%8E%E7%A7%8B%E5%A4%A9%E7%9A%84%E4%BD%9C%E6%96%87&by=tuijian&by2=text	1420
1	走路软件	sm	4	1151	1323	0	http://m.sm.cn/s?q=%E5%87%8F%E8%82%A5%E6%96%B9%E6%B3%95&by=tuijian&by2=wenda_juhe_rec&en_query=%25E8%25B5%25B0%25E8%25B7%25AF%25E8%25BD%25AF%25E4%25BB%25B6	1839
34	海马s5	sm	3	562	729	0	http://m.sm.cn/s?q=%E5%93%88%E5%BC%97h6&ext=type%3Dauto_tuijian_new%26PreviousQuery%3D248%26reason%3D4&by=tuijian&by2=auto_tuijian_new	1154
49	大乐透	sm	3	684	809	0	http://m.sm.cn/s?q=%E5%A4%A7%E4%B9%90%E9%80%8F%E5%BC%80%E5%A5%96%E7%BB%93%E6%9E%9C&by=tuijian&by2=text	1484
22	天天向商软件官方下载	sm	4	520	645	0	http://m.sm.cn/s?q=%E5%A4%A9%E5%A4%A9%E5%90%91%E5%95%86%E8%BD%AF%E4%BB%B6&by=tuijian&by2=text	1552
24	天气预报济南	sm	4	1136	1261	0	http://m.sm.cn/s?q=%E5%A4%A9%E6%B0%94%E9%A2%84%E6%8A%A5%E6%B3%B0%E5%AE%89&by=tuijian&by2=text	1613
23	笃字的拼音	sm	4	863	1035	0	http://m.sm.cn/s?q=%E5%AD%99%E6%9D%83&by=tuijian&by2=wenda_juhe_rec&en_query=%25E7%25AC%2583%25E5%25AD%2597%25E7%259A%2584%25E6%258B%25BC%25E9%259F%25B3&ext=ge_guid%6070f39bd1e-ad51-11e5-b252-d43d7e6fab60	1379
9	好看的小说	sm	1	6	532	0	http://m.sm.cn/s?q=%E5%AE%8C%E7%BE%8E%E4%B8%96%E7%95%8C%20%E8%BE%B0%E4%B8%9C&qi=111&sp=off&novelKW=%E5%A5%BD%E7%9C%8B%E7%9A%84%E5%B0%8F%E8%AF%B4&novelHT=%E7%A5%9E%E9%A9%AC%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C&novelPS=1&novelTS=1474220446&novelSI=238ae55a275d9fbe86370ddd7bef0807	1316
14	小说排行榜	sm	1	6	532	0	http://m.sm.cn/s?q=%E5%AE%8C%E7%BE%8E%E4%B8%96%E7%95%8C%20%E8%BE%B0%E4%B8%9C&qi=111&sp=off&novelKW=%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C&novelHT=%E7%A5%9E%E9%A9%AC%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C&novelPS=1&novelTS=1474231845&novelSI=f10917a36717befb6e240fa0f9bce6cb	1316
7	宝塔镇河妖的下一句是什么	sm	5	874	999	0	http://m.sm.cn/s?q=%E5%AE%9D%E5%A1%94%E9%95%87%E6%B2%B3%E5%A6%96%E4%B8%8B%E4%B8%80%E5%8F%A5%E7%A5%9E%E5%9B%9E%E5%A4%8D&by=tuijian&by2=text	1524
38	广州市第八人民医院	sm	2	201	352	0	http://m.sm.cn/s?q=%E5%B9%BF%E4%B8%9C%E6%AD%A6%E8%AD%A6%E5%8C%BB%E9%99%A2&by=tuijian&by2=general_entity&ext=ge_guid%6071bd8fb7c-e60c-11e5-a110-d43d7e6fab60	1267
45	绿地集团	sm	2	201	352	0	http://m.sm.cn/s?q=%E5%BC%A0%E7%8E%89%E8%89%AF&by=tuijian&by2=general_entity&ext=ge_guid%60762195a0c-fb1d-11e5-9b43-d43d7e6fab60	1396
10	wipe cache partition	sm	3	585	758	0	http://m.sm.cn/s?q=%E5%BC%BA%E8%BF%AB%E7%97%87&by=tuijian&by2=wenda_juhe_rec&en_query=wipe%2520cache%2520partition&ext=ge_guid%6070cd0185c-6035-11e5-8ad6-d43d7e6fab60	972
1	走路软件	sm	2	644	769	0	http://m.sm.cn/s?q=%E5%BE%AE%E4%BF%A1%E8%B5%B0%E8%B7%AF%E8%BD%AF%E4%BB%B6&by=tuijian&by2=text	1577
36	比萨斜塔	sm	5	2350.6875	2475.6875	0	http://m.sm.cn/s?q=%E6%82%89%E5%B0%BC%E6%AD%8C%E5%89%A7%E9%99%A2&by=tuijian&by2=text	1324
43	我的世界籽岷	sm	5	1579	1704	0	http://m.sm.cn/s?q=%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C+%E7%B1%BD%E5%B2%B7+%E6%9C%80%E6%96%B0%E8%A7%86%E9%A2%91%E5%90%88%E9%9B%86&by=tuijian&by2=text	1480
5	提现到挂失的银行卡里怎么办	sm	2	431	603	0	http://m.sm.cn/s?q=%E6%89%8B%E7%BB%AD%E8%B4%B9&by=tuijian&by2=wenda_juhe_rec&en_query=%25E6%258F%2590%25E7%258E%25B0%25E5%2588%25B0%25E6%258C%2582%25E5%25A4%25B1%25E7%259A%2584%25E9%2593%25B6%25E8%25A1%258C%25E5%258D%25A1%25E9%2587%258C%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E&ext=ge_guid%607a4835bfe-edb2-11e5-b1ce-d43d7e6fab60	1557
36	比萨斜塔	sm	3	1987.3125	2138.3125	0	http://m.sm.cn/s?q=%E6%96%97%E5%85%BD%E5%9C%BA&by=tuijian&by2=general_entity&ext=ge_guid%607928f6092-61cf-11e5-8a4a-d43d7e6fab60	1445
7	宝塔镇河妖的下一句是什么	sm	2	431	603	0	http://m.sm.cn/s?q=%E6%99%81%E7%9B%96&by=tuijian&by2=wenda_juhe_rec&en_query=%25E5%25AE%259D%25E5%25A1%2594%25E9%2595%2587%25E6%25B2%25B3%25E5%25A6%2596%25E7%259A%2584%25E4%25B8%258B%25E4%25B8%2580%25E5%258F%25A5%25E6%2598%25AF%25E4%25BB%2580%25E4%25B9%2588&ext=ge_guid%607f412be5c-eda4-11e5-b1ce-d43d7e6fab60	1486
17	金贝辛格	sm	3	797	965	0	http://m.sm.cn/s?q=%E6%9D%B0%E6%98%86%C2%B7%E8%8F%B2%E5%B0%BC%E5%85%8B%E6%96%AF&by=tuijian&by2=general_entity&ext=ge_guid%607d50c9dbe-4725-11e5-8fdc-f80f41fb03aa	1363
18	海南碧桂园	sm	5	780	905	0	http://m.sm.cn/s?q=%E6%B5%B7%E5%8D%97%E7%A2%A7%E6%A1%82%E5%9B%AD%E7%8F%8A%E7%91%9A%E5%AE%AB%E6%AE%BF&by=tuijian&by2=text	1363
35	申通快递	sm	4	827	978	0	http://m.sm.cn/s?q=%E7%8E%8B%E5%8D%AB&by=tuijian&by2=general_entity	1436
47	一路顺疯	sm	2	172	476	0	http://m.sm.cn/s?q=%E8%90%BD%E9%9A%BE%E8%A7%81%E7%9C%9F%E6%83%85&by=tuijian&ext=yisouvideolg_1614367	1213
47	一路顺疯	sm	3	482	601	0	http://m.sm.cn/s?q=%E8%90%BD%E9%9A%BE%E8%A7%81%E7%9C%9F%E6%83%85&by=tuijian&ext=yisouvideolg_1614367	1157
27	美国神婆	sm	4	482	607	0	http://m.sm.cn/s?q=%E8%AF%B8%E8%91%9B%E6%B5%8B%E5%AD%97&by=tuijian&by2=text	1348
29	炒饼的做法	sm	2	431	603	0	http://m.sm.cn/s?q=%E9%85%B1%E6%B2%B9&by=tuijian&by2=wenda_juhe_rec&en_query=%25E7%2582%2592%25E9%25A5%25BC%25E7%259A%2584%25E5%2581%259A%25E6%25B3%2595&ext=ge_guid%607a928bf1a-ea3c-11e5-b0bf-d43d7e6fab60	1198
50	下面痒是怎么回事	sm	2	412	585	0	http://m.sm.cn/s?q=%E9%9C%89%E8%8F%8C%E6%80%A7%E9%98%B4%E9%81%93%E7%82%8E&by=tuijian&by2=wenda_juhe_rec&en_query=%25E4%25B8%258B%25E9%259D%25A2%25E7%2597%2592%25E6%2598%25AF%25E6%2580%258E%25E4%25B9%2588%25E5%259B%259E%25E4%25BA%258B&ext=ge_guid%6078275bbb2-6034-11e5-b718-d43d7e6fab60	944
46	百度	sm	2	194	550	0	http://m.sm.cn/s?q=BIDU&by=tuijian&by2=general_entity_organization	1191
12	oppor9	sm	5	1105	1230	0	http://m.sm.cn/s?q=oppor7s&by=tuijian&by2=text	1498
12	oppor9	sm	2	392	543	0	http://m.sm.cn/s?q=vivo+X7&by=tuijian&by2=general_entity	1459
9	好看的小说	haosou	5	1316.75	1501.75	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fb.faloo.com%2Ftop%2F&m=816f1f03fb801fb4d50436b6578419e641d7792d&q=%E5%A5%BD%E7%9C%8B%E7%9A%84%E5%B0%8F%E8%AF%B4&sid=d7b927f507622eebd04f3ed2b5aedfe4	17270
11	美女图片	haosou	2	372	544	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fhao.360.cn%2Fmeinvdaohang.html&m=3dc3bd13de8c2f011b827e054b80bb03f51608bd&q=%E7%BE%8E%E5%A5%B3%E5%9B%BE%E7%89%87&sid=d49ae8e134aa5abe1acd8844d03adfc9	6974
41	一级建造师注册网	haosou	3	907	1046	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fjzsgl.coc.gov.cn%2Farchisearch%2Fcxyjjzs%2Findex.aspx&m=04e6ac79b3ed1233f2dbe5c7bc9599f83705594a&q=%E4%B8%80%E7%BA%A7%E5%BB%BA%E9%80%A0%E5%B8%88%E6%B3%A8%E5%86%8C%E7%BD%91&sid=4a0ceb1f4f38857ae2e75952f77310db	300
14	小说排行榜	haosou	3	777	936	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Ftop.baidu.com%2Fcategory%3Fc%3D10&m=3d42f0d3914b85d131d68f39c2d8bee89af1b87c&q=%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C&sid=70be2823e9f70ebd2e09e47a21e3c39d	5168
43	我的世界籽岷	haosou	5	1274.75	1433.75	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.360kan.com%2Fva%2FasAnanNu7pgCEj.html&m=6d621396d4addc597bbe4dcb60ca5b64f3ca6860&q=%E6%88%91%E7%9A%84%E4%B8%96%E7%95%8C%E7%B1%BD%E5%B2%B7&sid=ef408c09dba3cf996d7097e53b814674	3991
23	笃字的拼音	haosou	2	173	332	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.365zn.com%2Fxhzd%2Fhtm%2F4406.htm&m=74244abc7be3ac40161cd5f97ffcb9bc2c7b7659&q=%E7%AC%83%E5%AD%97%E7%9A%84%E6%8B%BC%E9%9F%B3&sid=943be472afaf608bde24f5acd5120926	3336
18	海南碧桂园	haosou	1	484.1875	656.1875	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.bgy.com.cn%2Fchina%2Fproject%2Fdetail.aspx%3FID%3D100000068128931%26NodeCode%3D105003001&m=b3fd57acf69e1e6541b40263b6e5e1f845142e00&q=%E6%B5%B7%E5%8D%97%E7%A2%A7%E6%A1%82%E5%9B%AD&sid=5a03b59b74c454705165ca872369af37	3945
20	梦见失去工作	haosou	2	195	378	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.jlonline.com%2Fzhougong%2Fjiemeng54%2F&m=686fd2a9d555431c6c63b58e9107b283ee930140&q=%E6%A2%A6%E8%A7%81%E5%A4%B1%E5%8E%BB%E5%B7%A5%E4%BD%9C&sid=972ae98d9765ce1355635c554337b6b4	3525
2	49天之同人	haosou	2	171	335	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.lcread.com%2FbookPage%2F244171%2F&m=45b6d58c9478a0c582fcce6c76b41d4cd8688d00&q=49%E5%A4%A9%E4%B9%8B%E5%90%8C%E4%BA%BA&sid=353b25b4786135a73070aabd7785fae4	4851
6	中国新歌声主题曲	haosou	5	1203.75	1461.75	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.mtv123.com%2Fmp3%2F70088%2F381433.shtml&m=333905ad1ff1e06ee1e71447045a87a54bd3d65c&sid=1735ffd312f5a7b128a79cdad32c95a0	2394
40	深圳三和人才市场招聘	haosou	2	571	754	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.shenchuang.com%2Fnode_25793.htm&m=30f86cc16be37a1aaa5042db104c5ef8bb86cb91&q=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98&sid=76cf1db4ba5f5d4965d0626c340a754c	875
6	中国新歌声主题曲	haosou	3	617	875	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fwww.yue365.com%2Fplay%2F32148%2F381433.shtml&m=6d0ec7de7752656ed74a5993cec54026b3614231&sid=1735ffd312f5a7b128a79cdad32c95a0	2184
14	小说排行榜	haosou	2	612	771	0	http://m.so.com/index.php?a=newTranscode&u=http%3A%2F%2Fxiaoshuo.360.cn%2Frank&m=be54bad1e5f7ff375a971c47a2b485028bccdc3a&q=%E5%B0%8F%E8%AF%B4%E6%8E%92%E8%A1%8C%E6%A6%9C&sid=70be2823e9f70ebd2e09e47a21e3c39d	4681
25	雪佛兰	haosou	3	889.1875	1227.1875	0	http://m.so.com/jump?u=http%3A%2F%2Fcar.m.yiche.com%2Fbrandlist%2Fchevrolet%2F%3FWT.srch2%3D2%26WT.mc_id%3Dm360obyd&m=1ef63c&from=m.so.com&type=biu_mb_car_brand&sid=5ddb20d7cb0cabb9c0034a4d3ec623f9	2540
11	美女图片	haosou	1	6	366	0	http://m.so.com/jump?u=http%3A%2F%2Fm.image.so.com%2Fi%3Fsrc%3Dimageonebox%26q%3D%25E7%25BE%258E%25E5%25A5%25B3&m=5abf82&from=m.so.com&type=360pic&sid=d49ae8e134aa5abe1acd8844d03adfc9	1301
11	美女图片	haosou	3	550	850	0	http://m.so.com/jump?u=http%3A%2F%2Fm.leidian.com%2Fs%3Fq%3D%25E7%25BE%258E%25E5%25A5%25B3%25E5%259B%25BE%25E7%2589%2587%26t%3DSoftwareAndGame%26src%3Dm_so&m=98cd96&from=m.so.com&type=leidian&sid=d49ae8e134aa5abe1acd8844d03adfc9	300
22	天天向商软件官方下载	haosou	1	0	359	0	http://m.so.com/jump?u=http%3A%2F%2Fm.leidian.com%2Fsoft%2Fdetail%2F3209981%3Fsrc%3Dm_so&m=fcee57&from=m.so.com&type=leidian&sid=ee76a71fbb305116560e2b3aab551b45	300
36	比萨斜塔	haosou	5	1021	1254	0	http://m.so.com/jump?u=http%3A%2F%2Fm.leidian.com%2Fsoft%2Fother%2F08dcb15a4ce99fa3efbfeb29949a4bb6Array.ext.skey%60%3Fsrc%3Dm_so&m=a17ef2&from=m.so.com&type=leidian&sid=f0f7160c0f156e9c4a0be6948d6e4059	300
44	关于秋天的作文500字	haosou	1	6	447	0	http://m.so.com/jump?u=http%3A%2F%2Fm.leleketang.com%2Fzuowen%2F58852.shtml&m=0d44b0&from=m.so.com&type=relation_zuowen&sid=6122c6d910cf9e0f3a01ab70694f7b46	3063
45	绿地集团	haosou	3	750	1313	0	http://m.so.com/jump?u=http%3A%2F%2Fm.map.so.com%2F%23search%2Flist%2Fkeyword%3D%25E7%25BB%25BF%25E5%259C%25B0%25E9%259B%2586%25E5%259B%25A2&m=942849&from=m.so.com&type=m-map_bus2&sid=eb029f18809c96fd302542a597ff63a0	1058
16	闵行区农业银行	haosou	1	6	616	0	http://m.so.com/jump?u=http%3A%2F%2Fm.map.so.com%2F%23search%2Flist%2Fkeyword%3D%25E9%2597%25B5%25E8%25A1%258C%25E5%258C%25BA%25E5%2586%259C%25E4%25B8%259A%25E9%2593%25B6%25E8%25A1%258C&m=cad661&from=m.so.com&type=m-map_bus2&sid=61152f76e4dc18cc0c57a687d34c9b20	1058
18	海南碧桂园	haosou	3	888.1875	1036.1875	0	http://m.so.com/jump?u=http%3A%2F%2Fm.map.so.com%2F%3Ft%3Dmap%26src%3Donebox%26unflod%3D1%26k%3D%25E6%25B5%25B7%25E5%258D%2597%25E7%25A2%25A7%25E6%25A1%2582%25E5%259B%25AD%26city%3D%25E4%25B8%25B4%25E9%25AB%2598%25E5%258E%25BF%26qii%3Dfalse&m=d848c1&from=m.so.com&type=m-map_bus2&sid=5a03b59b74c454705165ca872369af37	300
19	长江水文网	haosou	2	171	391	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Findex.php%3Fa%3DnewTranscode%26u%3Dhttp%253A%252F%252Fwww.cjsysw.com.cn%252F%26m%3Ddbee7f7deb66556241201d8de44329bae76120cf%26q%3D%25E9%2595%25BF%25E6%25B1%259F%25E6%25B0%25B4%25E6%2596%2587%25E7%25BD%2591%26sid%3D1522859193e1937cdf2bec36d8d00616&m=6476f4&from=&words=%E9%95%BF%E6%B1%9F	2463
41	一级建造师注册网	haosou	4	1052	1368.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E4%25B8%2580%25E7%25BA%25A7%25E5%25BB%25BA%25E9%2580%25A0%25E5%25B8%2588%25E6%258A%25A5%25E8%2580%2583%25E6%259D%25A1%25E4%25BB%25B6%26pq%3D%25E4%25B8%2580%25E7%25BA%25A7%25E5%25BB%25BA%25E9%2580%25A0%25E5%25B8%2588%25E6%25B3%25A8%25E5%2586%258C%25E7%25BD%2591%26src%3Dmso_recommend&m=1478a2&from=m.so.com	2630
32	上海商学院志愿者服务网	haosou	4	549	865.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E4%25B8%258A%25E6%25B5%25B7%25E7%25AB%258B%25E4%25BF%25A1%25E4%25BC%259A%25E8%25AE%25A1%25E5%25AD%25A6%25E9%2599%25A2%26pq%3D%25E4%25B8%258A%25E6%25B5%25B7%25E5%2595%2586%25E5%25AD%25A6%25E9%2599%25A2%25E5%25BF%2597%25E6%2584%25BF%25E8%2580%2585%25E6%259C%258D%25E5%258A%25A1%25E7%25BD%2591%26src%3Dmso_recommend&m=466e16&from=m.so.com	3228
20	梦见失去工作	haosou	4	573	889.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E4%25B8%25AD%25E5%258D%258E%25E4%25BA%25BA%25E6%25B0%2591%25E5%2585%25B1%25E5%2592%258C%25E5%259B%25BD%25E5%258A%25B3%25E5%258A%25A8%25E5%2590%2588%25E5%2590%258C%25E6%25B3%2595%26pq%3D%25E6%25A2%25A6%25E8%25A7%2581%25E5%25A4%25B1%25E5%258E%25BB%25E5%25B7%25A5%25E4%25BD%259C%26src%3Dmso_recommend&m=3891fc&from=m.so.com	2476
48	罪恶成魔	haosou	4	492	808.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E4%25BA%25B5%25E6%25B8%258E%26pq%3D%25E7%25BD%25AA%25E6%2581%25B6%25E6%2588%2590%25E9%25AD%2594%26src%3Dmso_recommend&m=8227f5&from=m.so.com	2706
5	提现到挂失的银行卡里怎么办	haosou	4	619	935.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E4%25BF%25A1%25E7%2594%25A8%25E5%258D%25A1%25E5%25A5%2597%25E7%258E%25B0%26pq%3D%25E6%258F%2590%25E7%258E%25B0%25E5%2588%25B0%25E6%258C%2582%25E5%25A4%25B1%25E7%259A%2584%25E9%2593%25B6%25E8%25A1%258C%25E5%258D%25A1%25E9%2587%258C%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E%26src%3Dmso_recommend&m=0b9417&from=m.so.com	2457
16	闵行区农业银行	haosou	4	1000	1316.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%2586%259C%25E4%25B8%259A%25E9%2593%25B6%25E8%25A1%258C%25E4%25BF%25A1%25E7%2594%25A8%25E5%258D%25A1%26pq%3D%25E9%2597%25B5%25E8%25A1%258C%25E5%258C%25BA%25E5%2586%259C%25E4%25B8%259A%25E9%2593%25B6%25E8%25A1%258C%26src%3Dmso_recommend&m=af04e6&from=m.so.com	2848
13	拔罐之后皮肤很黑是什么情况	haosou	4	565	881.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%2588%25BA%25E8%25A1%2580%25E7%2596%2597%25E6%25B3%2595%26pq%3D%25E6%258B%2594%25E7%25BD%2590%25E4%25B9%258B%25E5%2590%258E%25E7%259A%25AE%25E8%2582%25A4%25E5%25BE%2588%25E9%25BB%2591%25E6%2598%25AF%25E4%25BB%2580%25E4%25B9%2588%25E6%2583%2585%25E5%2586%25B5%26src%3Dmso_recommend&m=61edf7&from=m.so.com	2430
37	合肥到成都飞机票	haosou	4	1214.375	1531.125	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%2590%2588%25E8%2582%25A5%25E8%25B5%25B6%25E9%259B%2586%25E7%25BD%2591%26pq%3D%25E5%2590%2588%25E8%2582%25A5%25E5%2588%25B0%25E6%2588%2590%25E9%2583%25BD%25E9%25A3%259E%25E6%259C%25BA%25E7%25A5%25A8%26src%3Dmso_recommend&m=955839&from=m.so.com	1982
26	严东生逝世	haosou	4	648	964.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%2591%25A8%25E5%2585%2589%25E5%258F%25AC%26pq%3D%25E4%25B8%25A5%25E4%25B8%259C%25E7%2594%259F%25E9%2580%259D%25E4%25B8%2596%26src%3Dmso_recommend&m=4ff4f8&from=m.so.com	2276
36	比萨斜塔	haosou	4	699.09375	1015.84375	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%259F%2583%25E8%258F%25B2%25E5%25B0%2594%25E9%2593%2581%25E5%25A1%2594%26pq%3D%25E6%25AF%2594%25E8%2590%25A8%25E6%2596%259C%25E5%25A1%2594%26src%3Dmso_recommend&m=94f17c&from=m.so.com	3679
9	好看的小说	haosou	4	994	1310.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%25A4%25A7%25E7%2588%25B1%25E6%2599%259A%25E6%2588%2590%26pq%3D%25E5%25A5%25BD%25E7%259C%258B%25E7%259A%2584%25E5%25B0%258F%25E8%25AF%25B4%26src%3Dmso_recommend&m=f497bc&from=m.so.com	2375
39	青岛职业技术学院	haosou	4	699	1015.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%25A8%2581%25E6%25B5%25B7%25E8%2581%258C%25E4%25B8%259A%25E5%25AD%25A6%25E9%2599%25A2%26pq%3D%25E9%259D%2592%25E5%25B2%259B%25E8%2581%258C%25E4%25B8%259A%25E6%258A%2580%25E6%259C%25AF%25E5%25AD%25A6%25E9%2599%25A2%26src%3Dmso_recommend&m=0a693a&from=m.so.com	3443
21	春江花月夜原文	haosou	4	754	1070.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%25B0%2586%25E8%25BF%259B%25E9%2585%2592%26pq%3D%25E6%2598%25A5%25E6%25B1%259F%25E8%258A%25B1%25E6%259C%2588%25E5%25A4%259C%25E5%258E%259F%25E6%2596%2587%26src%3Dmso_recommend&m=da0616&from=m.so.com	2849
2	49天之同人	haosou	4	552	868.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E5%25B9%25BD%25E7%2581%25B5%26pq%3D49%25E5%25A4%25A9%25E4%25B9%258B%25E5%2590%258C%25E4%25BA%25BA%26src%3Dmso_recommend&m=f4d584&from=m.so.com	2932
27	美国神婆	haosou	4	611	927.75	0	http://m.so.com/jump?u=http%3A%2F%2Fm.so.com%2Fs%3Fq%3D%25E6%2596%25B0%25E6%25B5%25AA%25E6%2598%259F%25E5%25BA%25A7%26pq%3D%25E7%25BE%258E%25E5%259B%25BD%25E7%25A5%259E%25E5%25A9%2586%26src%3Dmso_recommend&m=b11c8c&from=m.so.com	2118
